filename,width,height,class,xmin,ymin,xmax,ymax
license22_scaled0.jpg,4032,3024,license,1395,1198,3701,2208
license0.jpg,3024,4032,license,705,603,2474,3412
license26_scaled2.jpg,4032,3024,license,985,950,3208,1911
license45_scaled0.jpg,4032,3024,license,956,766,3056,2172
license49_scaled1.jpg,4032,3024,license,1118,1137,3611,2847
license62_scaled0.jpg,4032,3024,license,911,456,3408,2050
license26_scaled1.jpg,4032,3024,license,918,756,3285,2053
license89_scaled0.jpg,768,576,license,142,194,726,475
license81_scaled2.jpg,1024,768,license,126,108,913,620
license43_scaled1.jpg,4032,3024,license,114,821,3879,2972
license86.jpg,1500,478,license,16,10,710,455
license11_scaled1.jpg,4032,3024,license,969,814,2147,1705
license65_scaled0.jpg,4032,3024,license,724,772,2143,1459
license76_scaled0.jpg,4032,3024,license,572,485,3495,2501
license74_scaled0.jpg,4032,3024,license,1040,756,3011,2043
license6_scaled0.jpg,3024,4032,license,1365,603,2518,2998
license22_scaled2.jpg,4032,3024,license,1476,1098,3495,2437
license60.jpg,4032,3024,license,1963,72,4021,1382
license78_scaled1.jpg,4032,3024,license,214,537,3056,2798
license53.jpg,4032,3024,license,279,250,2666,1740
license9_scaled2.jpg,3024,4032,license,400,1025,2170,3277
license89.jpg,768,576,license,124,174,649,507
license1_scaled2.jpg,3024,4032,license,1057,1294,1948,2716
license11_scaled0.jpg,4032,3024,license,1121,1069,2130,1585
license34.jpg,4032,3024,license,118,395,3860,2721
license58_scaled1.jpg,4032,3024,license,589,927,2511,2011
license80_scaled1.jpg,400,261,license,5,14,392,245
license44_scaled0.jpg,4032,3024,license,501,792,3614,2117
license73_scaled2.jpg,4032,3024,license,72,5,3821,2769
license18_scaled0.jpg,4032,3024,license,34,272,4024,2188
license27.jpg,4032,3024,license,243,192,3356,2140
license70_scaled0.jpg,4032,3024,license,753,1382,2192,2101
license3_scaled0.jpg,3024,4032,license,274,3,1578,2598
license18.jpg,4032,3024,license,727,256,3853,2169
license40.jpg,4032,3024,license,305,172,3160,1966
license40_scaled2.jpg,4032,3024,license,195,424,3289,1876
license8_scaled2.jpg,3024,4032,license,722,755,2783,3220
license30.jpg,4032,3024,license,579,701,3301,2385
license25_scaled2.jpg,4032,3024,license,843,753,3518,2537
license15_scaled0.jpg,4032,3024,license,808,208,3666,2537
license85.jpg,280,180,license,13,12,270,172
license17_scaled0.jpg,4032,3024,license,414,682,3392,2801
license85_scaled0.jpg,280,180,license,4,22,279,160
license25_scaled0.jpg,4032,3024,license,466,1072,3592,2405
license58.jpg,4032,3024,license,908,1024,2598,2030
license10.jpg,3024,4032,license,478,229,2665,3729
license25.jpg,4032,3024,license,834,982,3514,2595
license45_scaled2.jpg,4032,3024,license,1076,947,2901,2014
license8_scaled1.jpg,3024,4032,license,574,98,2722,3542
license46.jpg,4032,3024,license,934,850,2943,2108
license29.jpg,4032,3024,license,350,653,3795,2788
license13.jpg,4032,3024,license,1298,1027,3460,2401
license6_scaled2.jpg,3024,4032,license,1357,1194,2513,2594
license57_scaled0.jpg,4032,3024,license,901,595,2953,2208
license52.jpg,4032,3024,license,272,492,3760,2611
license29_scaled2.jpg,4032,3024,license,443,808,3685,2569
license55_scaled0.jpg,4032,3024,license,1508,1347,3895,2708
license63.jpg,4032,3024,license,285,863,3292,2776
license54.jpg,4032,3024,license,1708,211,3872,1608
license0_scaled2.jpg,3024,4032,license,813,459,2905,3564
license27_scaled0.jpg,4032,3024,license,660,408,3037,2047
license70_scaled1.jpg,4032,3024,license,740,1385,2185,2098
license53_scaled1.jpg,4032,3024,license,279,305,3214,1747
license86_scaled2.jpg,1500,478,license,17,68,700,398
license1.jpg,3024,4032,license,1022,1246,1978,2764
license9_scaled0.jpg,3024,4032,license,87,246,2305,3733
license2_scaled1.jpg,3024,4032,license,561,364,2583,3816
license15_scaled1.jpg,4032,3024,license,1024,347,3879,2156
license82_scaled2.jpg,450,294,license,16,30,431,265
license14.jpg,4032,3024,license,1421,1369,3634,2788
license22.jpg,4032,3024,license,1401,1069,3692,2514
license59.jpg,4032,3024,license,2056,872,3953,2076
license45_scaled1.jpg,4032,3024,license,1147,1117,2856,1853
license74.jpg,4032,3024,license,1043,843,3008,2092
license41.jpg,4032,3024,license,989,224,3850,1995
license49_scaled0.jpg,4032,3024,license,1040,1159,3714,2775
license51.jpg,4032,3024,license,114,324,3927,2643
license3.jpg,3024,4032,license,274,403,1574,2485
license24_scaled0.jpg,4032,3024,license,369,1343,3337,2743
license24_scaled1.jpg,4032,3024,license,247,1369,3201,3021
license86_scaled1.jpg,1500,478,license,61,76,707,395
license32_scaled0.jpg,4032,3024,license,30,8,3040,2137
license20.jpg,4032,3024,license,889,917,2930,2185
license58_scaled0.jpg,4032,3024,license,966,1063,2563,1966
license61_scaled1.jpg,4032,3024,license,1208,98,3001,1163
license54_scaled2.jpg,4032,3024,license,1740,205,3676,1643
license11_scaled2.jpg,4032,3024,license,169,940,1860,2211
license73.jpg,4032,3024,license,76,311,3814,2601
license56.jpg,4032,3024,license,47,1169,2756,2837
license87.jpg,1600,973,license,5,10,1599,971
license13_scaled0.jpg,4032,3024,license,1489,1182,3127,2153
license11.jpg,4032,3024,license,734,788,2179,1637
license79.jpg,600,400,license,29,24,571,371
license22_scaled1.jpg,4032,3024,license,1101,59,3792,2263
license57_scaled2.jpg,4032,3024,license,82,250,3692,2243
license37_scaled0.jpg,4032,3024,license,447,337,2037,1282
license71_scaled0.jpg,4032,3024,license,560,1392,2185,2063
license59_scaled0.jpg,4032,3024,license,2050,1140,3369,1840
license36.jpg,4032,3024,license,1005,1037,2798,2150
license44.jpg,4032,3024,license,137,266,3972,2585
license68_scaled1.jpg,4032,3024,license,1169,534,3905,1717
license80.jpg,400,261,license,15,13,383,249
license39_scaled1.jpg,4032,3024,license,1156,779,3198,2382
license17_scaled2.jpg,4032,3024,license,711,966,3127,2234
license9_scaled1.jpg,3024,4032,license,331,877,2191,3459
license32_scaled1.jpg,4032,3024,license,214,37,2892,1895
license36_scaled2.jpg,4032,3024,license,937,1092,2860,2063
license48.jpg,4032,3024,license,537,1182,3218,2811
license35_scaled1.jpg,4032,3024,license,92,534,3811,2369
license10_scaled1.jpg,3024,4032,license,461,98,2665,3807
license69.jpg,4032,3024,license,260,72,3118,1814
license12.jpg,4032,3024,license,2276,1485,3443,2292
license83_scaled0.jpg,450,294,license,56,64,391,229
license78.jpg,4032,3024,license,621,688,3024,2143
license74_scaled1.jpg,4032,3024,license,882,605,3208,2050
license24_scaled2.jpg,4032,3024,license,898,1337,3269,2747
license49_scaled2.jpg,4032,3024,license,172,1072,3909,3024
license15_scaled2.jpg,4032,3024,license,647,698,3514,2156
license58_scaled2.jpg,4032,3024,license,879,1140,2682,1901
license7_scaled1.jpg,3024,4032,license,1309,98,2878,3168
license61_scaled0.jpg,4032,3024,license,905,79,3005,1163
license37.jpg,4032,3024,license,221,85,2072,1240
license6_scaled1.jpg,3024,4032,license,1383,598,3009,3646
license37_scaled2.jpg,4032,3024,license,656,372,2030,1288
license62_scaled1.jpg,4032,3024,license,347,469,3856,2027
license26.jpg,4032,3024,license,666,472,3572,2292
license55.jpg,4032,3024,license,1508,1340,3866,2872
license13_scaled2.jpg,4032,3024,license,1379,1159,3656,2182
license55_scaled1.jpg,4032,3024,license,1663,1340,3311,2647
license64_scaled2.jpg,4032,3024,license,605,911,3276,2288
license42.jpg,4032,3024,license,914,1001,3889,2866
license9.jpg,3024,4032,license,265,642,2235,3751
license47_scaled2.jpg,4032,3024,license,53,201,2418,1782
license44_scaled2.jpg,4032,3024,license,269,263,3843,2988
license16_scaled0.jpg,4032,3024,license,260,343,3418,1998
license28_scaled1.jpg,4032,3024,license,456,276,3927,2301
license76.jpg,4032,3024,license,240,401,3811,2598
license30_scaled0.jpg,4032,3024,license,547,853,3424,2214
license21.jpg,4032,3024,license,305,1008,2556,2417
license81_scaled0.jpg,1024,768,license,180,131,868,603
license82.jpg,450,294,license,4,5,444,290
license34_scaled1.jpg,4032,3024,license,134,714,3876,2356
license0_scaled1.jpg,3024,4032,license,957,1281,2187,2755
license30_scaled1.jpg,4032,3024,license,572,663,3453,2566
license67.jpg,4032,3024,license,1347,1230,3918,2776
license18_scaled1.jpg,4032,3024,license,1105,734,3298,1905
license66_scaled1.jpg,4032,3024,license,779,817,3208,2056
license65_scaled1.jpg,4032,3024,license,498,514,2172,1447
license40_scaled1.jpg,4032,3024,license,689,188,2892,1940
license52_scaled2.jpg,4032,3024,license,585,863,3414,2217
license48_scaled1.jpg,4032,3024,license,724,1211,3085,2779
license8.jpg,3024,4032,license,809,438,2765,3529
license19.jpg,4032,3024,license,163,295,3892,2592
license38.jpg,4032,3024,license,898,188,2753,1379
license47.jpg,4032,3024,license,372,440,2379,1643
license38_scaled1.jpg,4032,3024,license,960,134,2698,1459
license74_scaled2.jpg,4032,3024,license,1276,917,2785,2011
license39_scaled0.jpg,4032,3024,license,882,576,3579,2572
license32_scaled2.jpg,4032,3024,license,324,411,2840,1772
license6.jpg,3024,4032,license,1305,585,2839,3016
license55_scaled2.jpg,4032,3024,license,1530,1250,3760,2879
license46_scaled1.jpg,4032,3024,license,937,850,2937,2101
license23_scaled0.jpg,4032,3024,license,11,211,3230,1708
license35_scaled0.jpg,4032,3024,license,408,398,3753,2782
license42_scaled0.jpg,4032,3024,license,1179,1005,3450,2847
license62_scaled2.jpg,4032,3024,license,972,459,3295,2043
license72.jpg,4032,3024,license,376,237,3776,2308
license15.jpg,4032,3024,license,853,659,3285,2188
license54_scaled1.jpg,4032,3024,license,1692,379,4005,1582
license12_scaled1.jpg,4032,3024,license,2256,1495,3369,2198
license64.jpg,4032,3024,license,121,569,3669,2798
license25_scaled1.jpg,4032,3024,license,992,1072,3340,2411
license57_scaled1.jpg,4032,3024,license,718,427,3118,2301
